"id"	"name"	"createdOn"	"createdBy"	"etag"	"modifiedOn"	"projectId"	"status"	"evaluationid"	"evaluationroundid"	"submitterid"	"submitteralias"	"entityid"	"entityversion"	"dockerrepositoryname"	"dockerdigest"
"9753155"	"test-submission_GHIST-admixture.yaml"	"1750636006495"	"3473724"	"29002c35-3552-4c3f-9e8f-ebd4f1c0642b"	"1750636059914"	"syn65877330"	"ACCEPTED"	"9616016"		"3473724"		"syn61545031"	"2"		
"9753195"	"GHIST_2025_growth_testing_sub.yaml"	"1750690932285"	"3473724"	"c50df618-e56d-4312-8347-15ee136bf55b"	"1750690988678"	"syn65877330"	"ACCEPTED"	"9616014"		"3473724"		"syn68135528"	"1"		
"9753211"	"Check"	"1750702009233"	"3481948"	"f7e60d70-5ba6-4fd1-a7f9-2c18f9dd04ba"	"1750702060124"	"syn65877330"	"ACCEPTED"	"9616012"		"3481948"		"syn61579314"	"1"		
"9753212"	"GHIST_2025_bottleneck.submission (2).yaml"	"1750702310836"	"3508270"	"60b78406-466a-4c33-9ab7-e4c7c221be8e"	"1750702379738"	"syn65877330"	"ACCEPTED"	"9616012"		"3508270"		"syn68493679"	"1"		
"9753213"	"workshop"	"1750702312074"	"3512651"	"fc3d06fb-bfaa-4c3a-b5fd-58ecf67e940f"	"1750702376552"	"syn65877330"	"ACCEPTED"	"9616012"		"3512651"		"syn68493691"	"1"		
"9753214"	"GHIST_2025_bottleneck.submission.yaml"	"1750702484239"	"3547576"	"4eb080f8-0aa7-42a9-ac95-84f4f4498ff9"	"1750702533548"	"syn65877330"	"ACCEPTED"	"9616012"		"3547576"		"syn68493694"	"1"		
"9753215"	"GHIST_2025_growth_testing_sub.yaml"	"1750706081926"	"3473724"	"fa03cc53-4b78-417a-b9c3-c99a88b6a09c"	"1750706134284"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135528"	"1"		
"9753300"	"MR - attempt 1 - Tajima's D"	"1750788274329"	"3510655"	"0b50ad9b-6299-4442-b341-92715baa7bf6"	"1750788342059"	"syn65877330"	"ACCEPTED"	"9616070"		"3510655"		"syn68499323"	"1"		
"9753303"	"test-workflow-reset"	"1750790780806"	"3473724"	"46fc696d-925d-4e75-8de9-68da79035c48"	"1750790837872"	"syn65877330"	"ACCEPTED"	"9616012"		"3473724"		"syn68135527"	"1"		
"9753432"	"MR - attempt 2 - tajimas d"	"1750884827061"	"3510655"	"07e8239c-a0eb-4268-9d19-a6e129598dfe"	"1750884885940"	"syn65877330"	"ACCEPTED"	"9616070"		"3510655"		"syn68521855"	"1"		
"9753499"	"MR - attempt 3 - Normalized Fay and Wu's H < -5"	"1751053698744"	"3510655"	"f6d34204-32f7-4f78-92b8-8875ab7fab92"	"1751053762856"	"syn65877330"	"ACCEPTED"	"9616070"		"3510655"		"syn68536866"	"1"		
"9753500"	"MR - attempt 4 - Normalized Fay and Wu's H < -3.9"	"1751054856316"	"3510655"	"067afd46-044f-47a2-b457-025250b146a4"	"1751054923058"	"syn65877330"	"ACCEPTED"	"9616070"		"3510655"		"syn68537680"	"1"		
"9753973"	"Machine the learning"	"1751907702939"	"3508154"	"724cdb6c-ec8a-438d-99a8-ddf84f4f204b"	"1752096387678"	"syn65877330"	"INVALID"	"9616012"		"3508154"		"syn68596713"	"1"		
"9753977"	"bottleneck_round1.yaml"	"1751915773030"	"3508154"	"f43c216f-f8a0-47b6-89ba-c82b8fae4c56"	"1752096392374"	"syn65877330"	"INVALID"	"9616012"		"3508154"		"syn68596713"	"1"		
"9754063"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752020399416"	"3473724"	"424a3af5-8c1d-45e3-a875-83160f81c6c2"	"1752096382630"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754064"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752020735723"	"3473724"	"c53b192e-0785-48c3-b052-5a1daac6d1bf"	"1752096384146"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754065"	"GHIST_2025_single_sweep_testing_sub.bed"	"1752021473070"	"3473724"	"9f33a888-c55a-4c27-bea6-e040564cf70c"	"1752097847507"	"syn65877330"	"ACCEPTED"	"9616073"		"3473724"		"syn68421035"	"2"		
"9754066"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752021889561"	"3473724"	"3580e2b3-de69-488d-8330-2eeaa202ecd5"	"1752096391182"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754068"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752022264852"	"3473724"	"cfafed6b-dc4d-431d-92dc-351e89bfbc59"	"1752096386427"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754069"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752022826755"	"3473724"	"36cd75b9-5c5e-4d1d-9cad-e7888c94250d"	"1752096388865"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754071"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752023603596"	"3473724"	"ef9b5c11-fada-4644-b5a0-ff9646ddda7a"	"1752096385294"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754072"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752023962684"	"3473724"	"c347e678-7a0d-4594-942b-4d8bc892f837"	"1752096390074"	"syn65877330"	"INVALID"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754073"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752024007110"	"3473724"	"267dde42-1e29-417e-9102-4f64b569484d"	"1752096525700"	"syn65877330"	"ACCEPTED"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754074"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752024506150"	"3473724"	"bb40fd15-01af-4236-9b7c-9d90283a6e17"	"1752096522609"	"syn65877330"	"ACCEPTED"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754075"	"GHIST_2025_bottleneck_final_sub.yaml"	"1752024844611"	"3473724"	"f0245630-5678-45d7-9c70-d6588e89c1f1"	"1752096529055"	"syn65877330"	"ACCEPTED"	"9616012"		"3473724"		"syn68135527"	"1"		
"9754139"	"GHIST_2025_secondary_contact_sub.yaml"	"1752096367279"	"3473724"	"b44a7964-dcc5-4dd3-ac10-f3ce282c5d6e"	"1752096544531"	"syn65877330"	"ACCEPTED"	"9616013"		"3473724"		"syn68135530"	"1"		
"9754141"	"GHIST_2025_single_sweep_testing_sub.bed"	"1752097799324"	"3473724"	"e5d46356-3aae-4813-95e5-bf97900b4294"	"1752097862556"	"syn65877330"	"ACCEPTED"	"9616070"		"3473724"		"syn68421035"	"2"		
"9754146"	"Attempt 1"	"1752104806934"	"3508154"	"a42e6a72-0ba5-4d73-8c1f-3ccfa005b174"	"1752104863261"	"syn65877330"	"ACCEPTED"	"9616012"		"3508154"		"syn68596713"	"1"		
"9754913"	"attempt 1"	"1752862237026"	"3547691"	"4b547ef3-23d1-44d5-8309-bf020ccdc993"	"1752862285188"	"syn65877330"	"ACCEPTED"	"9616012"		"3550689"		"syn68723093"	"1"		
"9756418"	"Neutral"	"1754315404203"	"3550636"	"35efbfaf-9ebc-47d9-82fc-a2311078e51a"	"1754315470058"	"syn65877330"	"ACCEPTED"	"9616014"		"3550636"		"syn68818854"	"1"		
"9756489"	"Another Neutral"	"1754387617321"	"3550636"	"b38a10b3-0c10-4652-b439-8e08dcf8d587"	"1754387667549"	"syn65877330"	"ACCEPTED"	"9616014"		"3550636"		"syn68822452"	"1"		
"9756605"	"JM_submission1"	"1754491894232"	"3547698"	"eca9cac2-3245-40f8-b377-d5a88c84e336"	"1754491963076"	"syn65877330"	"ACCEPTED"	"9616075"		"3547698"		"syn68829279"	"1"		
"9756611"	"submission2"	"1754494738951"	"3547698"	"4a8f18f9-a3e1-4058-9662-1217525f7612"	"1754494792104"	"syn65877330"	"ACCEPTED"	"9616075"		"3547698"		"syn68829479"	"1"		
"9756620"	"submission3"	"1754496801165"	"3547698"	"07bc11a9-4717-4acd-84b5-b17829d817f7"	"1754496864241"	"syn65877330"	"ACCEPTED"	"9616075"		"3547698"		"syn68829926"	"1"		
"9756962"	"Initial_Submission"	"1754698636788"	"3508906"	"d0ec27ab-17df-4c0e-9c64-1b87efa3c4cb"	"1754698702624"	"syn65877330"	"ACCEPTED"	"9616012"		"3508906"		"syn68843955"	"1"		
"9757141"	"BGS"	"1754916426918"	"3550636"	"97e353d3-3745-49ca-975c-7220d2f1c33a"	"1754916487016"	"syn65877330"	"ACCEPTED"	"9616014"		"3550636"		"syn68855892"	"1"		
"9757218"	"initial_submission"	"1755039730685"	"3446506"	"6bbe0dbd-a079-4ef1-9c11-65958daf63d9"	"1755039779472"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68879950"	"1"		
"9757220"	"second_submission"	"1755042418764"	"3446506"	"70d77838-8b6a-4119-a84d-ef2ee05d904a"	"1755042472127"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68880063"	"1"		
"9757221"	"second_submission_fixed"	"1755042625094"	"3446506"	"0f3bad03-f731-4170-9626-617ad7514597"	"1755042674487"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68880063"	"2"		
"9757241"	"third_submission"	"1755085522708"	"3446506"	"ac98c4ee-f321-4732-b13c-a8091f390cc2"	"1755085592378"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68882962"	"1"		
"9757242"	"initial_submission_fixed"	"1755086828370"	"3446506"	"1244d789-1afc-4e40-8e86-d1da521c3e1c"	"1755086879398"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68882981"	"1"		
"9757243"	"initial_submission_fixed_2"	"1755086956178"	"3446506"	"f75f7561-8a6b-4940-91d6-f7e664a9b91e"	"1755087010857"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68882981"	"2"		
"9757275"	"fifth_submission"	"1755183558429"	"3446506"	"57dfff45-4765-429c-bb83-fe1372742dd5"	"1755183624732"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68889340"	"1"		
"9757279"	"sixth_submission"	"1755192070389"	"3446506"	"8b463f12-a26a-45cc-b1aa-03ea13296f99"	"1755192126923"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68890674"	"1"		
"9757299"	"Initial Submission"	"1755217466595"	"3508906"	"9ed1e260-b0f8-4558-823f-2b4e94c5ae23"	"1755217531796"	"syn65877330"	"ACCEPTED"	"9616070"		"3508906"		"syn68893612"	"1"		
"9757314"	"seventh_submission_b"	"1755268359688"	"3446506"	"e486bc9a-4dbc-4de2-9803-70fcebbc74dd"	"1755268421866"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68897945"	"1"		
"9757318"	"seventh_submission_a"	"1755273754449"	"3446506"	"78849498-3764-4495-95b2-0f33b5f37b3e"	"1755273826691"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68897944"	"3"		
"9757324"	"attempt 1 "	"1755284387554"	"3508154"	"369783b7-adb2-4184-a2ae-f49dab7973e0"	"1755284458714"	"syn65877330"	"ACCEPTED"	"9616075"		"3508154"		"syn68898927"	"1"		
"9757331"	"attempt 2"	"1755289235366"	"3508154"	"8d8cdcd0-66dd-41a7-96c7-8c58457054d8"	"1755289303141"	"syn65877330"	"ACCEPTED"	"9616075"		"3508154"		"syn68899792"	"1"		
"9757334"	"attempt 1"	"1755293805392"	"3508154"	"fc188eeb-3220-4171-afa3-d91024012318"	"1755293869492"	"syn65877330"	"ACCEPTED"	"9616070"		"3508154"		"syn68900164"	"1"		
"9757338"	"eighth_submission"	"1755308183143"	"3446506"	"cc2b590e-c86e-429a-bf05-1448a33c94fa"	"1755308246613"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68901222"	"1"		
"9757481"	"final_submission"	"1755618292165"	"3446506"	"206d384b-a151-46ad-bc4b-aa801f47b866"	"1755618356591"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68921515"	"1"		
"9757483"	"final_submission"	"1755619415041"	"3446506"	"0e584492-2261-4ec0-b1f7-958f411d2799"	"1755619463282"	"syn65877330"	"ACCEPTED"	"9616018"	"413"	"3446506"		"syn68921594"	"1"		
"9757490"	"First attempt"	"1755624945249"	"3508154"	"1a482765-e513-42d0-9910-347970ab60e6"	"1755624996645"	"syn65877330"	"ACCEPTED"	"9616013"		"3550691"		"syn68897984"	"1"		
"9757491"	"second attempt"	"1755625433539"	"3508154"	"49c3792d-8947-4c71-996d-523e9f7f6a85"	"1755625481543"	"syn65877330"	"ACCEPTED"	"9616013"		"3550691"		"syn68921926"	"1"		
"9757493"	"third submission"	"1755625972553"	"3508154"	"795f46a8-e262-46db-8f04-d6c125c3b812"	"1755626026584"	"syn65877330"	"ACCEPTED"	"9616013"		"3550691"		"syn68921960"	"1"		
"9757506"	"First attempt"	"1755638014962"	"3508154"	"157ae669-a3fb-482c-bd70-c00593f2c3e5"	"1755638069978"	"syn65877330"	"ACCEPTED"	"9616014"		"3550691"		"syn68922727"	"1"		
"9757509"	"second attempt"	"1755638587371"	"3508154"	"f0d58243-e4ce-4900-aef1-08a85bc6c2f7"	"1755638651349"	"syn65877330"	"ACCEPTED"	"9616014"		"3550691"		"syn68922802"	"1"		
"9757513"	"initial_submission_a"	"1755640298344"	"3446506"	"ac8437e5-fbab-440a-b6ae-7fa6791e5371"	"1755640347989"	"syn65877330"	"ACCEPTED"	"9616015"		"3446506"		"syn68921925"	"2"		
"9757515"	"initial_submission_b"	"1755643257834"	"3446506"	"f564e7ec-0814-4cd7-a450-fdd94c38a820"	"1755643315041"	"syn65877330"	"ACCEPTED"	"9616015"		"3446506"		"syn68923022"	"1"		
"9757518"	"final_submission_b"	"1755645624207"	"3446506"	"e5d5df39-7286-4d75-8e91-fc5359a00349"	"1755645678799"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68924033"	"1"		
"9757521"	"second_submission"	"1755650611103"	"3446506"	"4e2f9dc7-8951-454d-b024-66235ff3e12a"	"1755650664757"	"syn65877330"	"ACCEPTED"	"9616015"		"3446506"		"syn68924400"	"1"		
"9757522"	"third_submission"	"1755650940475"	"3446506"	"05791310-55e6-41ba-bedd-938df8085e46"	"1755650995867"	"syn65877330"	"ACCEPTED"	"9616015"		"3446506"		"syn68924417"	"1"		
"9757549"	"fourth_submission"	"1755689508750"	"3446506"	"3e1377c5-d096-4f7a-8a01-9e6609464077"	"1755689559906"	"syn65877330"	"ACCEPTED"	"9616015"		"3446506"		"syn68927139"	"1"		
"9757569"	"final_submission_c"	"1755701824389"	"3446506"	"7cf27d23-aa58-4867-a3c4-5e41de21aed5"	"1755701876656"	"syn65877330"	"ACCEPTED"	"9616012"		"3446506"		"syn68927412"	"1"		
"9757578"	"initial_submission_a"	"1755707685728"	"3446506"	"749b8666-c86b-4f8c-b259-e908b6f058e4"	"1755707749517"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn68927693"	"1"		
"9757579"	"initial_submission_b"	"1755707746354"	"3446506"	"05fe3d28-82cb-4a5c-a97c-2641541da0ee"	"1755707818665"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn68927694"	"1"		
"9757637"	"second_submission"	"1755808898284"	"3446506"	"9853c30a-2c69-4077-8758-c6a6cb0a20c7"	"1755808959510"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn68939419"	"1"		
"9757643"	"third_submission"	"1755821252986"	"3446506"	"e2034e14-9e98-4eff-8de1-55315fdcd4dd"	"1755821314135"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn68940104"	"1"		
"9757644"	"first_submission"	"1755821309797"	"3446506"	"0a03a35c-835c-43a6-af55-44a99df0e999"	"1755821371127"	"syn65877330"	"ACCEPTED"	"9616075"		"3446506"		"syn68940110"	"1"		
"9757645"	"first_submission"	"1755821404033"	"3446506"	"ed1d7076-0488-422f-844f-0a32d892da3e"	"1755821451189"	"syn65877330"	"ACCEPTED"	"9616073"		"3446506"		"syn68940120"	"1"		
"9757646"	"first_submission"	"1755821522298"	"3446506"	"14bfcde4-fd03-44d0-bcba-86055b1574da"	"1755821588941"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn68940112"	"1"		
"9757647"	"second_submission"	"1755823062384"	"3446506"	"f6fedfc7-dcaf-440e-8ad5-82926c5d40a6"	"1755823117061"	"syn65877330"	"ACCEPTED"	"9616073"		"3446506"		"syn68940120"	"2"		
"9757648"	"second_submission"	"1755823086048"	"3446506"	"767ef796-f401-44a6-ae5f-0879fc5ac982"	"1755823155838"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn68940112"	"2"		
"9757649"	"third_submission"	"1755823396511"	"3446506"	"344b3864-525f-4ddb-9e48-d6e9427bb8eb"	"1755823449109"	"syn65877330"	"ACCEPTED"	"9616073"		"3446506"		"syn68940120"	"3"		
"9757650"	"third_submission"	"1755823415502"	"3446506"	"bad60138-7e19-4ddd-8274-474dc787f75b"	"1755823487546"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn68940112"	"3"		
"9757652"	"fourth_submission"	"1755823769143"	"3446506"	"a75f94c7-230e-4c4c-896c-ec00a93c120b"	"1755823840513"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn68940104"	"2"		
"9757653"	"second_submission"	"1755823786009"	"3446506"	"9907ad46-95d9-4b60-ad22-f9abec5b0447"	"1755823855843"	"syn65877330"	"ACCEPTED"	"9616075"		"3446506"		"syn68940110"	"2"		
"9757675"	"fourth_submission_a"	"1755910136293"	"3446506"	"15f64597-0ad3-42af-9b04-7b5b907df305"	"1755910203088"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn68940112"	"5"		
"9757676"	"fourth_submission_b"	"1755910154756"	"3446506"	"ccb0c849-dd85-4b93-8972-5266247ed13a"	"1755910219143"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69018425"	"1"		
"9757677"	"fourth_submission_c"	"1755910769164"	"3446506"	"05a0cabc-a57b-4da9-86d2-557851523569"	"1755910827983"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69018425"	"2"		
"9757678"	"fourth_submission_d"	"1755911240940"	"3446506"	"10eed1e7-1354-41ab-a891-9675004ab926"	"1755911299607"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69018425"	"3"		
"9757759"	"submission 1"	"1756159210757"	"3554268"	"610580dc-d04f-4e22-86d6-88afb68e1def"	"1756159271680"	"syn65877330"	"ACCEPTED"	"9616012"		"3554268"		"syn69046335"	"1"		
"9757779"	"GHIST_2025_growth.submission.final.yaml"	"1756208719165"	"3550636"	"38311f50-0a74-461d-9ce6-68dc56da557b"	"1756208772773"	"syn65877330"	"ACCEPTED"	"9616042"	"414"	"3550636"		"syn69049150"	"1"		
"9757784"	"fifth_submission_a"	"1756226033781"	"3446506"	"f7704d43-540d-4f6b-b99e-22c9a6d292df"	"1756226099982"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"1"		
"9757785"	"fifth_submission_b"	"1756226186719"	"3446506"	"831eeb3a-6536-43aa-b7de-85f5b5a56f59"	"1756226237408"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"2"		
"9757786"	"fifth_submission_c"	"1756226649604"	"3446506"	"e868871b-e0f6-4407-8177-14bf6c5ce893"	"1756226696154"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"3"		
"9757787"	"fifth_submission_d"	"1756227176308"	"3446506"	"7ca1115f-de3c-4a24-889d-6cffe743ed9c"	"1756227235687"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"4"		
"9757788"	"special_submisison"	"1756227330460"	"3446506"	"dffe2712-02b4-4f13-a574-5521893635c5"	"1756227395157"	"syn65877330"	"INVALID"	"9616077"		"3446506"		"syn69050449"	"1"		
"9757789"	"special_submission_b"	"1756227561979"	"3446506"	"1c7855b1-7713-412d-a19e-3a9c01005f90"	"1756231569049"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050449"	"2"		
"9757796"	"Submission2"	"1756249415140"	"3508906"	"b5c76f39-b953-48d3-88dd-3e7df76ff82a"	"1756249466429"	"syn65877330"	"ACCEPTED"	"9616012"		"3508906"		"syn69051406"	"1"		
"9757847"	"special_submission"	"1756379532198"	"3446506"	"96532988-dd5e-48c3-8feb-2b847682ef40"	"1756415940732"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn69062264"	"1"		
"9757848"	"special_submission"	"1756379553583"	"3446506"	"caa490f7-89da-49cf-8985-2c48b9597da1"	"1756413050482"	"syn65877330"	"ACCEPTED"	"9616073"		"3446506"		"syn69062265"	"1"		
"9757849"	"special_submission"	"1756379574316"	"3446506"	"7d29716e-bbb5-47a4-b40c-967123e6727c"	"1756416132040"	"syn65877330"	"ACCEPTED"	"9616075"		"3446506"		"syn69062266"	"1"		
"9757872"	"sixth_submission"	"1756402297988"	"3446506"	"50efcfe1-923b-41b6-98e2-04512145a0bf"	"1756402422566"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"5"		
"9757891"	"submission 1"	"1756422848561"	"3554268"	"6818ff6a-231f-4c7f-aaf6-ce3645a38bb8"	"1756422909811"	"syn65877330"	"ACCEPTED"	"9616070"		"3554268"		"syn69071371"	"1"		
"9757895"	"seventh_submission"	"1756428487984"	"3446506"	"68a77f75-ee62-4d49-abca-1b93d7efd791"	"1756428535741"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"6"		
"9757936"	"final_submission"	"1756474795726"	"3446506"	"ef0e0ab6-773c-400f-b8d5-24a5fbe963ab"	"1756474875183"	"syn65877330"	"ACCEPTED"	"9616070"		"3446506"		"syn69074042"	"1"		
"9757937"	"final_submission"	"1756474813228"	"3446506"	"6d1a46d1-5795-423a-8b72-adcdeb73a8d3"	"1756474904010"	"syn65877330"	"ACCEPTED"	"9616073"		"3446506"		"syn69074047"	"1"		
"9757938"	"final_submission"	"1756474828251"	"3446506"	"46cbfaa2-2ae0-4c24-8ae5-45c7329c00d9"	"1756474919723"	"syn65877330"	"ACCEPTED"	"9616075"		"3446506"		"syn69074050"	"1"		
"9757939"	"final_submission"	"1756474843466"	"3446506"	"1d36d073-8a66-42f1-8134-2b9245a48a83"	"1756474923078"	"syn65877330"	"ACCEPTED"	"9616077"		"3446506"		"syn69050074"	"7"		
"9757940"	"final_submission"	"1756475126991"	"3446506"	"3661c671-be51-4196-842e-75b8e559270e"	"1756475185389"	"syn65877330"	"ACCEPTED"	"9616072"	"411"	"3446506"		"syn69074045"	"1"		
"9757941"	"final_submission"	"1756476184845"	"3446506"	"eb1b950a-5294-460a-adce-3ad9a13d5c09"	"1756476235085"	"syn65877330"	"ACCEPTED"	"9616074"	"417"	"3446506"		"syn69074048"	"2"		
